date,store_id,sku_id,units_sold,prediction,stock_on_hand,on_order_units,reorder_point,safety_stock,lead_time_days,unit_price,cost_price,category,subcategory,brand,lead_time_demand,available_inventory,forecast_daily_demand,days_of_supply,stock_after_lead_time,stockout_units,safety_stock_gap,reorder_gap,stockout_risk,target_inventory_30d,excess_inventory_units,overstock_risk,risk_score,risk_level,recommended_action,stockout_value_at_stake,overstock_value_at_stake,value_at_stake,priority,risk_reason,recommended_markdown_units
2025-12-29,ST11,SKU04107,1,1.8428495,311.0,0.0,68.0,18.0,7.0,193.61,126.03,Dairy & Bakery,Butter & Ghee,PremiumSelect,1.8428495,311.0,1.8428495,168.76038982022135,309.1571505,0.0,0.0,0.0,False,55.285485,255.714515,True,100.0,OVERSTOCK,MARKDOWN,0.0,32227.70032545,32227.7,CRITICAL,Inventory exceeds the 30-day demand coverage target,256.0
2025-12-31,ST15,SKU00850,2,1.743965,117.0,0.0,83.0,29.0,7.0,840.4,497.35,Frozen Foods,Frozen Vegetables,GoldenHarvest,1.743965,117.0,1.743965,67.0885023495311,115.256035,0.0,0.0,0.0,False,52.31895,64.68105,True,100.0,OVERSTOCK,MARKDOWN,0.0,32169.1202175,32169.12,CRITICAL,Inventory exceeds the 30-day demand coverage target,65.0
2025-12-31,ST13,SKU03069,3,1.8427606,205.0,0.0,69.0,21.0,7.0,296.3,214.74,Stationery & Office,Writing Instruments,ZestyCo,1.8427606,205.0,1.8427606,111.24613799535327,203.1572394,0.0,0.0,0.0,False,55.282818000000006,149.71718199999998,True,100.0,OVERSTOCK,MARKDOWN,0.0,32150.26766268,32150.27,CRITICAL,Inventory exceeds the 30-day demand coverage target,150.0
2025-12-03,ST14,SKU00256,1,1.787567,114.0,0.0,70.0,18.0,7.0,772.17,531.77,Frozen Foods,Frozen Meat,HomeStyle,1.787567,114.0,1.787567,63.77383337239947,112.212433,0.0,0.0,0.0,False,53.62701,60.37299,True,100.0,OVERSTOCK,MARKDOWN,0.0,32104.5448923,32104.54,CRITICAL,Inventory exceeds the 30-day demand coverage target,60.0
2025-12-25,ST03,SKU01023,1,1.840442,139.0,0.0,30.0,13.0,7.0,526.16,382.68,Personal Care,Men's Grooming,CrispKing,1.840442,139.0,1.840442,75.5253357617355,137.159558,0.0,0.0,0.0,False,55.21326,83.78674000000001,True,100.0,OVERSTOCK,MARKDOWN,0.0,32063.509663200002,32063.51,CRITICAL,Inventory exceeds the 30-day demand coverage target,84.0
2025-12-12,ST08,SKU01310,2,1.9308119,125.0,0.0,24.0,7.0,7.0,735.63,477.85,Frozen Foods,Frozen Meat,FreshFarm,1.9308119,125.0,1.9308119,64.73960513709285,123.0691881,0.0,0.0,0.0,False,57.924357,67.075643,True,100.0,OVERSTOCK,MARKDOWN,0.0,32052.09600755,32052.1,CRITICAL,Inventory exceeds the 30-day demand coverage target,67.0
2025-12-09,ST10,SKU04189,3,1.7870743,89.0,0.0,87.0,18.0,7.0,1301.46,901.63,Electronics & Accessories,Small Appliances,EverydayPlus,1.7870743,89.0,1.7870743,49.80207034480883,87.2129257,0.0,0.0,0.0,False,53.612229,35.387771,True,66.0,OVERSTOCK,MARKDOWN,0.0,31906.67596673,31906.68,CRITICAL,Inventory exceeds the 30-day demand coverage target,35.0
2025-12-13,ST22,SKU02267,1,1.7765516,130.0,0.0,28.0,9.0,7.0,595.15,415.23,Health & Wellness,OTC Medicine,SmartBuy,1.7765516,130.0,1.7765516,73.17547095170217,128.2234484,0.0,0.0,0.0,False,53.296547999999994,76.703452,True,100.0,OVERSTOCK,MARKDOWN,0.0,31849.57437396,31849.57,CRITICAL,Inventory exceeds the 30-day demand coverage target,77.0
2025-12-29,ST26,SKU04708,1,1.740049,83.0,0.0,33.0,8.0,7.0,1333.42,1027.6,Health & Wellness,OTC Medicine,EliteHome,1.740049,83.0,1.740049,47.69980615488414,81.259951,0.0,0.0,0.0,False,52.20147,30.79853,True,59.0,OVERSTOCK,MARKDOWN,0.0,31648.569427999995,31648.57,CRITICAL,Inventory exceeds the 30-day demand coverage target,31.0
2025-12-18,ST28,SKU03166,1,1.7771231,202.0,0.0,74.0,28.0,7.0,333.83,212.65,Home & Kitchen,Cookware,NatureBlend,1.7771231,202.0,1.7771231,113.66685853107192,200.2228769,0.0,0.0,0.0,False,53.313693,148.686307,True,100.0,OVERSTOCK,MARKDOWN,0.0,31618.14318355,31618.14,CRITICAL,Inventory exceeds the 30-day demand coverage target,149.0
2025-12-28,ST29,SKU00685,1,1.8869036,74.0,0.0,50.0,17.0,7.0,2583.23,1816.98,Home & Kitchen,Cookware,GreenValley,1.8869036,74.0,1.8869036,39.21768976433137,72.1130964,0.0,0.0,0.0,False,56.607108,17.392892000000003,True,30.7,OVERSTOCK,MARKDOWN,0.0,31602.536906160007,31602.54,CRITICAL,Inventory exceeds the 30-day demand coverage target,17.0
2025-12-22,ST28,SKU03647,3,1.745902,89.0,0.0,80.0,28.0,7.0,1456.54,862.25,Electronics & Accessories,Batteries,PremiumSelect,1.745902,89.0,1.745902,50.976515291236275,87.254098,0.0,0.0,0.0,False,52.37706,36.62294,True,69.9,OVERSTOCK,MARKDOWN,0.0,31578.130015,31578.13,CRITICAL,Inventory exceeds the 30-day demand coverage target,37.0
2025-12-21,ST07,SKU03773,1,2.0594344,335.0,0.0,63.0,29.0,7.0,152.43,115.06,Home Care,Air Fresheners,CleanWave,2.0594344,335.0,2.0594344,162.6660213114824,332.9405656,0.0,0.0,0.0,False,61.783032000000006,273.216968,True,100.0,OVERSTOCK,MARKDOWN,0.0,31436.34433808,31436.34,CRITICAL,Inventory exceeds the 30-day demand coverage target,273.0
2025-12-02,ST25,SKU03773,1,1.7942598,326.0,0.0,85.0,33.0,7.0,152.43,115.06,Home Care,Air Fresheners,CleanWave,1.7942598,326.0,1.7942598,181.6905221863634,324.2057402,0.0,0.0,0.0,False,53.827794000000004,272.172206,True,100.0,OVERSTOCK,MARKDOWN,0.0,31316.134022360002,31316.13,CRITICAL,Inventory exceeds the 30-day demand coverage target,272.0
2025-12-19,ST11,SKU04945,2,1.7769712,273.0,0.0,90.0,26.0,7.0,204.86,142.24,Home Care,Pest Control,FreshFarm,1.7769712,273.0,1.7769712,153.63220293046956,271.2230288,0.0,0.0,0.0,False,53.309136,219.690864,True,100.0,OVERSTOCK,MARKDOWN,0.0,31248.82849536,31248.83,CRITICAL,Inventory exceeds the 30-day demand coverage target,220.0
2025-12-22,ST07,SKU00067,3,1.6663895,164.0,0.0,96.0,40.0,7.0,492.46,273.09,Grocery,Spices & Seasoning,EliteHome,1.6663895,164.0,1.6663895,98.41636664177253,162.3336105,0.0,0.0,0.0,False,49.991685,114.00831500000001,True,100.0,OVERSTOCK,MARKDOWN,0.0,31134.53074335,31134.53,CRITICAL,Inventory exceeds the 30-day demand coverage target,114.0
2025-12-24,ST27,SKU01396,2,1.5684892,346.0,0.0,91.0,36.0,7.0,131.89,104.01,Health & Wellness,First Aid,GoldenHarvest,1.5684892,346.0,1.5684892,220.59444209115372,344.4315108,0.0,0.0,0.0,False,47.054676,298.945324,True,100.0,OVERSTOCK,MARKDOWN,0.0,31093.303149240004,31093.3,CRITICAL,Inventory exceeds the 30-day demand coverage target,299.0
2025-12-30,ST03,SKU02332,1,2.1769404,91.0,0.0,57.0,26.0,7.0,2063.24,1207.11,Home & Kitchen,Cookware,QuickBite,2.1769404,91.0,2.1769404,41.80178749955672,88.8230596,0.0,0.0,0.0,False,65.308212,25.691788000000003,True,39.3,OVERSTOCK,MARKDOWN,0.0,31012.81421268,31012.81,CRITICAL,Inventory exceeds the 30-day demand coverage target,26.0
2025-12-19,ST22,SKU04334,1,1.7010648,190.0,0.0,33.0,9.0,7.0,287.82,222.77,Grocery,Pulses & Lentils,FreshFarm,1.7010648,190.0,1.7010648,111.69474554996377,188.2989352,0.0,0.0,0.0,False,51.031943999999996,138.968056,True,100.0,OVERSTOCK,MARKDOWN,0.0,30957.913835119998,30957.91,CRITICAL,Inventory exceeds the 30-day demand coverage target,139.0
2025-12-22,ST27,SKU00104,1,1.9643072,195.0,0.0,87.0,42.0,7.0,389.89,227.32,Dairy & Bakery,Bread,EverydayPlus,1.9643072,195.0,1.9643072,99.27164142146403,193.0356928,0.0,0.0,0.0,False,58.929216,136.070784,True,100.0,OVERSTOCK,MARKDOWN,0.0,30931.61061888,30931.61,CRITICAL,Inventory exceeds the 30-day demand coverage target,136.0
2025-12-31,ST05,SKU03268,3,1.8258289,109.0,0.0,56.0,23.0,7.0,734.99,569.13,Home & Kitchen,Storage & Containers,NutriPlus,1.8258289,109.0,1.8258289,59.69891264181435,107.1741711,0.0,0.0,0.0,False,54.774867,54.225133,True,99.0,OVERSTOCK,MARKDOWN,0.0,30861.14994429,30861.15,CRITICAL,Inventory exceeds the 30-day demand coverage target,54.0
2025-12-27,ST22,SKU04853,1,1.8436303,133.0,0.0,79.0,25.0,7.0,541.65,395.46,Health & Wellness,First Aid,EliteHome,1.8436303,133.0,1.8436303,72.14027671382922,131.1563697,0.0,0.0,0.0,False,55.308909,77.691091,True,100.0,OVERSTOCK,MARKDOWN,0.0,30723.71884686,30723.72,CRITICAL,Inventory exceeds the 30-day demand coverage target,78.0
2025-12-27,ST17,SKU01682,1,1.7860448,226.0,0.0,90.0,20.0,7.0,254.03,178.16,Stationery & Office,Notebooks,EliteHome,1.7860448,226.0,1.7860448,126.53657959755544,224.2139552,0.0,0.0,0.0,False,53.581344,172.418656,True,100.0,OVERSTOCK,MARKDOWN,0.0,30718.10775296,30718.11,CRITICAL,Inventory exceeds the 30-day demand coverage target,172.0
2025-12-28,ST30,SKU04856,2,1.7616168,215.0,0.0,57.0,27.0,7.0,245.47,188.93,Stationery & Office,Office Supplies,HomeStyle,1.7616168,215.0,1.7616168,122.04697412059194,213.2383832,0.0,0.0,0.0,False,52.848504000000005,162.151496,True,100.0,OVERSTOCK,MARKDOWN,0.0,30635.282139280003,30635.28,CRITICAL,Inventory exceeds the 30-day demand coverage target,162.0
2025-12-13,ST15,SKU03254,1,1.8846831,282.0,0.0,82.0,27.0,7.0,196.07,134.91,Stationery & Office,Office Supplies,NutriPlus,1.8846831,282.0,1.8846831,149.62727686155833,280.1153169,0.0,0.0,0.0,False,56.540493,225.459507,True,100.0,OVERSTOCK,MARKDOWN,0.0,30416.74208937,30416.74,CRITICAL,Inventory exceeds the 30-day demand coverage target,225.0
2025-12-09,ST07,SKU01827,3,1.7947166,235.0,0.0,49.0,13.0,7.0,270.58,167.65,Stationery & Office,Office Supplies,ValueChoice,1.7947166,235.0,1.7947166,130.9398932399689,233.2052834,0.0,0.0,0.0,False,53.841498,181.158502,True,100.0,OVERSTOCK,MARKDOWN,0.0,30371.2228603,30371.22,CRITICAL,Inventory exceeds the 30-day demand coverage target,181.0
2025-12-30,ST08,SKU04940,1,1.8966314,120.0,0.0,53.0,12.0,7.0,617.3,481.1,Frozen Foods,Frozen Vegetables,ValueChoice,1.8966314,120.0,1.8966314,63.270069239600275,118.1033686,0.0,0.0,0.0,False,56.898942,63.101058,True,100.0,OVERSTOCK,MARKDOWN,0.0,30357.9190038,30357.92,CRITICAL,Inventory exceeds the 30-day demand coverage target,63.0
2025-12-05,ST21,SKU02639,1,1.8576286,359.0,0.0,72.0,26.0,7.0,166.16,99.59,Grocery,Sugar & Salt,SoftTouch,1.8576286,359.0,1.8576286,193.2571451580795,357.1423714,0.0,0.0,0.0,False,55.728858,303.271142,True,100.0,OVERSTOCK,MARKDOWN,0.0,30202.77303178,30202.77,CRITICAL,Inventory exceeds the 30-day demand coverage target,303.0
2025-12-15,ST16,SKU02832,1,1.8555411,167.0,0.0,66.0,25.0,7.0,389.88,270.91,Grocery,Sugar & Salt,GoldenHarvest,1.8555411,167.0,1.8555411,90.00070114318676,165.1444589,0.0,0.0,0.0,False,55.666233,111.333767,True,100.0,OVERSTOCK,MARKDOWN,0.0,30161.430817970002,30161.43,CRITICAL,Inventory exceeds the 30-day demand coverage target,111.0
2025-12-16,ST07,SKU04768,3,1.761406,420.0,0.0,88.0,27.0,7.0,104.95,81.98,Dairy & Bakery,Butter & Ghee,GreenValley,1.761406,420.0,1.761406,238.4458778952723,418.238594,0.0,0.0,0.0,False,52.84218,367.15782,True,100.0,OVERSTOCK,MARKDOWN,0.0,30099.5980836,30099.6,CRITICAL,Inventory exceeds the 30-day demand coverage target,367.0
2025-12-11,ST05,SKU03520,5,2.021878,474.0,0.0,81.0,22.0,7.0,101.31,72.21,Snacks & Confectionery,Candy,PrimeCare,2.021878,474.0,2.021878,234.43550995658492,471.978122,0.0,0.0,0.0,False,60.65634,413.34366,True,100.0,OVERSTOCK,MARKDOWN,0.0,29847.545688599996,29847.55,CRITICAL,Inventory exceeds the 30-day demand coverage target,413.0
2025-12-18,ST20,SKU03466,2,1.7908854,184.0,0.0,66.0,15.0,7.0,352.05,229.0,Home Care,Dishwashing,NatureBlend,1.7908854,184.0,1.7908854,102.74247587254885,182.2091146,0.0,0.0,0.0,False,53.726562,130.273438,True,100.0,OVERSTOCK,MARKDOWN,0.0,29832.617302,29832.62,CRITICAL,Inventory exceeds the 30-day demand coverage target,130.0
2025-12-25,ST27,SKU03857,1,1.677678,259.0,0.0,100.0,44.0,7.0,233.07,142.78,Dairy & Bakery,Eggs,HomeStyle,1.677678,259.0,1.677678,154.38004193891797,257.322322,0.0,0.0,0.0,False,50.33034,208.66966,True,100.0,OVERSTOCK,MARKDOWN,0.0,29793.8540548,29793.85,CRITICAL,Inventory exceeds the 30-day demand coverage target,209.0
2025-12-12,ST20,SKU02311,4,1.9366064,122.0,0.0,69.0,30.0,7.0,650.22,464.68,Personal Care,Oral Care,EverydayPlus,1.9366064,122.0,1.9366064,62.9967968710627,120.0633936,0.0,0.0,0.0,False,58.098192000000004,63.901807999999996,True,100.0,OVERSTOCK,MARKDOWN,0.0,29693.89214144,29693.89,CRITICAL,Inventory exceeds the 30-day demand coverage target,64.0
2025-12-19,ST09,SKU04985,3,1.8045069,90.0,0.0,67.0,30.0,7.0,1179.22,825.46,Electronics & Accessories,Mobile Accessories,QuickBite,1.8045069,90.0,1.8045069,49.87512100951235,88.1954931,0.0,0.0,0.0,False,54.135207,35.864793,True,66.3,OVERSTOCK,MARKDOWN,0.0,29604.95202978,29604.95,CRITICAL,Inventory exceeds the 30-day demand coverage target,36.0
2025-12-22,ST15,SKU04888,1,1.917674,195.0,0.0,42.0,11.0,7.0,362.75,213.99,Frozen Foods,Ice Cream,CleanWave,1.917674,195.0,1.917674,101.68568797407693,193.082326,0.0,0.0,0.0,False,57.53022,137.46978000000001,True,100.0,OVERSTOCK,MARKDOWN,0.0,29417.158222200003,29417.16,CRITICAL,Inventory exceeds the 30-day demand coverage target,137.0
2025-12-03,ST19,SKU01818,5,1.9563618,156.0,0.0,26.0,10.0,7.0,472.39,301.8,Home Care,Surface Cleaners,CleanWave,1.9563618,156.0,1.9563618,79.7398518004185,154.0436382,0.0,0.0,0.0,False,58.690854,97.309146,True,100.0,OVERSTOCK,MARKDOWN,0.0,29367.9002628,29367.9,CRITICAL,Inventory exceeds the 30-day demand coverage target,97.0
2025-12-10,ST11,SKU03057,1,1.78843,247.0,0.0,83.0,17.0,7.0,206.34,151.61,Stationery & Office,Writing Instruments,SoftTouch,1.78843,247.0,1.78843,138.10996236922887,245.21157,0.0,0.0,0.0,False,53.6529,193.3471,True,100.0,OVERSTOCK,MARKDOWN,0.0,29313.353831000004,29313.35,CRITICAL,Inventory exceeds the 30-day demand coverage target,193.0
2025-12-28,ST25,SKU00354,3,1.7311261,95.0,0.0,28.0,10.0,7.0,1108.74,680.1,Home & Kitchen,Home Decor,PurePlus,1.7311261,95.0,1.7311261,54.87757362100889,93.2688739,0.0,0.0,0.0,False,51.933783,43.066217,True,82.9,OVERSTOCK,MARKDOWN,0.0,29289.334181700004,29289.33,CRITICAL,Inventory exceeds the 30-day demand coverage target,43.0
2025-12-30,ST18,SKU01270,1,2.4536595,232.0,0.0,100.0,45.0,7.0,282.8,184.48,Home Care,Laundry,NutriPlus,2.4536595,232.0,2.4536595,94.55264677107806,229.5463405,0.0,0.0,0.0,False,73.609785,158.390215,True,100.0,OVERSTOCK,MARKDOWN,0.0,29219.8268632,29219.83,CRITICAL,Inventory exceeds the 30-day demand coverage target,158.0
2025-12-16,ST30,SKU03807,3,1.9045006,167.0,0.0,31.0,11.0,7.0,347.25,265.41,Frozen Foods,Ice Cream,TrueTaste,1.9045006,167.0,1.9045006,87.6870293451207,165.0954994,0.0,0.0,0.0,False,57.135018,109.864982,True,100.0,OVERSTOCK,MARKDOWN,0.0,29159.264872620002,29159.26,CRITICAL,Inventory exceeds the 30-day demand coverage target,110.0
2025-12-18,ST29,SKU00990,1,1.8346262,131.0,0.0,68.0,33.0,7.0,485.43,383.25,Frozen Foods,Frozen Meat,FamilyChoice,1.8346262,131.0,1.8346262,71.40419121889789,129.1653738,0.0,0.0,0.0,False,55.038786,75.961214,True,100.0,OVERSTOCK,MARKDOWN,0.0,29112.1352655,29112.14,CRITICAL,Inventory exceeds the 30-day demand coverage target,76.0
2025-12-11,ST30,SKU03014,3,2.1629376,413.0,0.0,77.0,34.0,7.0,150.16,83.4,Dairy & Bakery,Cheese,NutriPlus,2.1629376,413.0,2.1629376,190.94401983672577,410.8370624,0.0,0.0,0.0,False,64.888128,348.111872,True,100.0,OVERSTOCK,MARKDOWN,0.0,29032.530124800003,29032.53,CRITICAL,Inventory exceeds the 30-day demand coverage target,348.0
2025-12-22,ST12,SKU00574,3,1.9621099,361.0,0.0,86.0,27.0,7.0,120.48,95.99,Beverages,Tea,DailyBest,1.9621099,361.0,1.9621099,183.9856167078103,359.0378901,0.0,0.0,0.0,False,58.863296999999996,302.136703,True,100.0,OVERSTOCK,MARKDOWN,0.0,29002.10212097,29002.1,CRITICAL,Inventory exceeds the 30-day demand coverage target,302.0
2025-12-16,ST29,SKU00691,1,1.7682028,183.0,0.0,40.0,12.0,7.0,368.73,222.67,Dairy & Bakery,Eggs,CityFresh,1.7682028,183.0,1.7682028,103.49491585467459,181.2317972,0.0,0.0,0.0,False,53.046084,129.953916,True,100.0,OVERSTOCK,MARKDOWN,0.0,28936.838475719996,28936.84,CRITICAL,Inventory exceeds the 30-day demand coverage target,130.0
2025-12-30,ST20,SKU02943,1,1.897388,113.0,0.0,71.0,23.0,7.0,909.95,514.91,Electronics & Accessories,Batteries,NatureBlend,1.897388,113.0,1.897388,59.55555742947673,111.102612,0.0,0.0,0.0,False,56.921640000000004,56.078359999999996,True,98.5,OVERSTOCK,MARKDOWN,0.0,28875.308347599996,28875.31,CRITICAL,Inventory exceeds the 30-day demand coverage target,56.0
2025-12-30,ST04,SKU03563,1,2.0291765,121.0,0.0,57.0,26.0,7.0,793.38,478.46,Apparel & Footwear,Footwear,HealthFirst,2.0291765,121.0,2.0291765,59.63010117651175,118.9708235,0.0,0.0,0.0,False,60.87529500000001,60.12470499999999,True,98.8,OVERSTOCK,MARKDOWN,0.0,28767.266354299994,28767.27,CRITICAL,Inventory exceeds the 30-day demand coverage target,60.0
2025-12-28,ST29,SKU03254,1,1.7592939,266.0,0.0,71.0,18.0,7.0,196.07,134.91,Stationery & Office,Office Supplies,NutriPlus,1.7592939,266.0,1.7592939,151.19702285104268,264.2407061,0.0,0.0,0.0,False,52.778817000000004,213.221183,True,100.0,OVERSTOCK,MARKDOWN,0.0,28765.669798529998,28765.67,CRITICAL,Inventory exceeds the 30-day demand coverage target,213.0
2025-12-15,ST22,SKU03240,1,2.1905005,113.0,0.0,91.0,45.0,7.0,1042.33,604.07,Electronics & Accessories,Mobile Accessories,EverydayPlus,2.1905005,113.0,2.1905005,51.58638402502076,110.8094995,0.0,0.0,0.0,False,65.71501500000001,47.28498499999999,True,72.0,OVERSTOCK,MARKDOWN,0.0,28563.440888949997,28563.44,CRITICAL,Inventory exceeds the 30-day demand coverage target,47.0
2025-12-24,ST26,SKU00835,2,1.7835491,105.0,0.0,36.0,8.0,7.0,837.84,550.61,Health & Wellness,Vitamins & Supplements,FamilyChoice,1.7835491,105.0,1.7835491,58.87138178590093,103.2164509,0.0,0.0,0.0,False,53.506473,51.493527,True,96.2,OVERSTOCK,MARKDOWN,0.0,28352.85090147,28352.85,CRITICAL,Inventory exceeds the 30-day demand coverage target,51.0
2025-12-31,ST26,SKU03643,1,1.7849497,235.0,0.0,97.0,29.0,7.0,259.02,155.74,Dairy & Bakery,Bread,BasicNeeds,1.7849497,235.0,1.7849497,131.65637104507763,233.2150503,0.0,0.0,0.0,False,53.548491000000006,181.451509,True,100.0,OVERSTOCK,MARKDOWN,0.0,28259.25801166,28259.26,CRITICAL,Inventory exceeds the 30-day demand coverage target,181.0
2025-12-04,ST16,SKU00240,2,2.2531238,424.0,0.0,94.0,21.0,7.0,143.08,79.06,Beverages,Energy Drinks,FamilyChoice,2.2531238,424.0,2.2531238,188.18317928202615,421.7468762,0.0,0.0,0.0,False,67.593714,356.406286,True,100.0,OVERSTOCK,MARKDOWN,0.0,28177.480971160003,28177.48,CRITICAL,Inventory exceeds the 30-day demand coverage target,356.0
2025-12-09,ST04,SKU02522,1,1.9189123,77.0,0.0,28.0,6.0,7.0,1963.68,1446.1,Home & Kitchen,Storage & Containers,SoftTouch,1.9189123,77.0,1.9189123,40.126898972923364,75.0810877,0.0,0.0,0.0,False,57.567369,19.432631,True,33.8,OVERSTOCK,MARKDOWN,0.0,28101.5276891,28101.53,CRITICAL,Inventory exceeds the 30-day demand coverage target,19.0
2025-12-21,ST18,SKU01580,4,1.8209575,425.0,0.0,96.0,37.0,7.0,132.1,75.58,Beverages,Juices,PureLife,1.8209575,425.0,1.8209575,233.39369534983655,423.1790425,0.0,0.0,0.0,False,54.628725,370.37127499999997,True,100.0,OVERSTOCK,MARKDOWN,0.0,27992.660964499995,27992.66,CRITICAL,Inventory exceeds the 30-day demand coverage target,370.0
2025-12-24,ST25,SKU04145,5,1.8217173,179.0,0.0,48.0,21.0,7.0,293.61,224.88,Stationery & Office,Notebooks,CleanWave,1.8217173,179.0,1.8217173,98.2589340288968,177.1782827,0.0,0.0,0.0,False,54.651519,124.34848099999999,True,100.0,OVERSTOCK,MARKDOWN,0.0,27963.486407279997,27963.49,CRITICAL,Inventory exceeds the 30-day demand coverage target,124.0
2025-12-23,ST22,SKU04102,1,1.7155482,185.0,0.0,47.0,10.0,7.0,358.12,208.7,Personal Care,Bath & Body,CityFresh,1.7155482,185.0,1.7155482,107.83724992396017,183.2844518,0.0,0.0,0.0,False,51.466446,133.533554,True,100.0,OVERSTOCK,MARKDOWN,0.0,27868.4527198,27868.45,CRITICAL,Inventory exceeds the 30-day demand coverage target,134.0
2025-12-29,ST13,SKU04475,1,1.8074516,362.0,0.0,63.0,28.0,7.0,146.88,89.89,Personal Care,Men's Grooming,GreenValley,1.8074516,362.0,1.8074516,200.28198818712488,360.1925484,0.0,0.0,0.0,False,54.223548,307.776452,True,100.0,OVERSTOCK,MARKDOWN,0.0,27666.02527028,27666.03,CRITICAL,Inventory exceeds the 30-day demand coverage target,308.0
2025-12-13,ST27,SKU00476,1,1.8182168,249.0,0.0,87.0,32.0,7.0,206.08,140.58,Snacks & Confectionery,Namkeen,CleanWave,1.8182168,249.0,1.8182168,136.94736513269484,247.1817832,0.0,0.0,0.0,False,54.546504,194.453496,True,100.0,OVERSTOCK,MARKDOWN,0.0,27336.272467680003,27336.27,CRITICAL,Inventory exceeds the 30-day demand coverage target,194.0
2025-12-12,ST28,SKU04653,5,1.8946134,321.0,0.0,84.0,18.0,7.0,179.35,103.45,Snacks & Confectionery,Namkeen,CleanWave,1.8946134,321.0,1.8946134,169.42770488163973,319.1053866,0.0,0.0,0.0,False,56.838401999999995,264.161598,True,100.0,OVERSTOCK,MARKDOWN,0.0,27327.517313100005,27327.52,CRITICAL,Inventory exceeds the 30-day demand coverage target,264.0
2025-12-14,ST22,SKU03493,2,2.1121225,289.0,0.0,54.0,17.0,7.0,216.47,120.23,Stationery & Office,Office Supplies,CityFresh,2.1121225,289.0,2.1121225,136.82918486025315,286.8878775,0.0,0.0,0.0,False,63.363675,225.636325,True,100.0,OVERSTOCK,MARKDOWN,0.0,27128.25535475,27128.26,CRITICAL,Inventory exceeds the 30-day demand coverage target,226.0
2025-12-04,ST20,SKU03500,1,1.9260348,78.0,0.0,34.0,7.0,7.0,1732.5,1341.11,Electronics & Accessories,Mobile Accessories,EliteHome,1.9260348,78.0,1.9260348,40.49771063326582,76.0739652,0.0,0.0,0.0,False,57.781044,20.218956,True,35.0,OVERSTOCK,MARKDOWN,0.0,27115.844081159998,27115.84,CRITICAL,Inventory exceeds the 30-day demand coverage target,20.0
2025-12-06,ST13,SKU04203,4,1.8161552,115.0,0.0,89.0,44.0,7.0,709.74,446.72,Frozen Foods,Frozen Vegetables,CleanWave,1.8161552,115.0,1.8161552,63.320579650902076,113.1838448,0.0,0.0,0.0,False,54.484656,60.515344,True,100.0,OVERSTOCK,MARKDOWN,0.0,27033.41447168,27033.41,CRITICAL,Inventory exceeds the 30-day demand coverage target,61.0
2025-12-29,ST20,SKU01713,1,1.9169997,110.0,0.0,46.0,10.0,7.0,744.29,514.82,Home & Kitchen,Cookware,QuickBite,1.9169997,110.0,1.9169997,57.381333966823256,108.0830003,0.0,0.0,0.0,False,57.509991,52.490009,True,91.3,OVERSTOCK,MARKDOWN,0.0,27022.90643338,27022.91,CRITICAL,Inventory exceeds the 30-day demand coverage target,52.0
2025-12-28,ST30,SKU04571,2,1.7105681,102.0,0.0,72.0,35.0,7.0,868.52,532.19,Frozen Foods,Ready Meals,EliteHome,1.7105681,102.0,1.7105681,59.62931262426793,100.2894319,0.0,0.0,0.0,False,51.317043,50.682957,True,98.8,OVERSTOCK,MARKDOWN,0.0,26972.962885830002,26972.96,CRITICAL,Inventory exceeds the 30-day demand coverage target,51.0
2025-12-02,ST07,SKU03031,2,2.082555,299.0,0.0,71.0,26.0,7.0,175.91,113.9,Snacks & Confectionery,Chocolates,PureLife,2.082555,299.0,2.082555,143.57363911157208,296.917445,0.0,0.0,0.0,False,62.47665000000001,236.52335,True,100.0,OVERSTOCK,MARKDOWN,0.0,26940.009565,26940.01,CRITICAL,Inventory exceeds the 30-day demand coverage target,237.0
2025-12-09,ST17,SKU00645,1,1.7524953,193.0,0.0,49.0,20.0,7.0,292.66,191.28,Home Care,Surface Cleaners,FreshFarm,1.7524953,193.0,1.7524953,110.12868336936481,191.2475047,0.0,0.0,0.0,False,52.574859000000004,140.425141,True,100.0,OVERSTOCK,MARKDOWN,0.0,26860.52097048,26860.52,CRITICAL,Inventory exceeds the 30-day demand coverage target,140.0
2025-12-08,ST27,SKU02500,3,2.1868446,304.0,0.0,100.0,35.0,7.0,204.09,112.45,Dairy & Bakery,Eggs,EliteHome,2.1868446,304.0,2.1868446,139.0130784784616,301.8131554,0.0,0.0,0.0,False,65.605338,238.39466199999998,True,100.0,OVERSTOCK,MARKDOWN,0.0,26807.4797419,26807.48,CRITICAL,Inventory exceeds the 30-day demand coverage target,238.0
2025-12-22,ST22,SKU01854,1,1.8103211,220.0,0.0,37.0,10.0,7.0,225.3,161.28,Home Care,Surface Cleaners,GreenValley,1.8103211,220.0,1.8103211,121.52540231674922,218.1896789,0.0,0.0,0.0,False,54.309633,165.690367,True,100.0,OVERSTOCK,MARKDOWN,0.0,26722.54238976,26722.54,CRITICAL,Inventory exceeds the 30-day demand coverage target,166.0
